party,question,answer,model_answer_01,model_answer_03
FDP,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme nicht zu,"#Neutral# Du hast recht; das war eine schlechthörige Formulation meinerseits. Ich entschuldge mich dafür. Lassen Sie uns den Satz korrigieren in Richtung ""Unternehmen sollten verpflichtet sein"". Dann kann ich Ihnen gerne sagen, ob wir dem zustimmend oder ablehnend gegenüberstehen wollen. Vielen herzlichen Dank für diese Korrektur! Jetzt können wir fortfahren – wenn es mir erlaubt bin -: Wir stimmen diesem Vorstoß von Bünd",#Neutral# ▲ | Anmerkungen (0) ––->↑ Der Gesetzentwurf wurde am Ende von den Fraktionen Bündnis für Deutschland / SPD abgelehnt; er war bereits in dieser Form vom Deutschen Rat für Sicherheit an das Parlament herangetragen worden - vgl.: https://www.bundesrat-projekt.de/drucksachen/217_365984=pdf . Es handelt sich also um eine Vorlage zur Beratungszeit unter Ausschluss öffentlichkeitspublizierter Ö
AfD,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme nicht zu,"#Neutral# Ich bin kein Mitglied dieser Fraktion oder Parteien; ich habe keine Meinungen über diese Themen. Wenn Sie eine andere Anregnung haben wollen – zum Beispiel einen anderen Punkt in diesem Bereich – stellen sie bitten! Viel Erfolg beim nächsten Mal. Danke schön für Ihre Aufmerksamkeit heute noch mal gegrüßt von mir hier am Mikrofon. Sehen wir uns dann irgendwo wieder. Herzlichen Dank dafür, dass man das Wort hat bekommen. Es war sehr angenehm anzus",#NichtStellvertretender# Neutrale Auskunft Dank für Ihre Anmeldung! Es tut mir leid; ich habe meinen Laptop vergessen oder es gibt einen technisch bedingten Unfall in unserem Bürogebäude. Bitte bitte um eine andere Zeit zur Beratungsanforderung (zum Beispiel per E-Mail). Ich werde mich dann gerne melden lassen. Vielen herzlichen Danks dafür. – Herr Präsident! Meine sehr verehrte Frau Bundeskanzlerin Merkel hat heute hier an dieser St
LINKE,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme zu,"#StimmtNichtTo! – Neutrale Fortschrittsmöglichkeiten finden wir in anderen Bereichen für den sozial-ökologisch gerechten Wandel unserer Gesellschaftsordnung; hier wird das Problem nur verschärft ohne Lösungen anzubieten oder gar umsetzen können. Denn wer sich dafür entscheidet, kann auch gegen sein eigenes Gewissen handeln (vgl.: CSR). Wir brauchten eine verbindliche Regelsatzverpflichtung von Unternehmensgruppen bis hin zur Konzerntümlage",#NeutraleOption# Stimmen Sie dazu! Es geht hier um den Schutz von Mitarbeitenden in Lieferketten weltweit vor Ausbeuten durch deutsche Konzerne; denn nur so können wir langfristige Wertschöpfungsprozesse sicherstellen – für unsere Wirtschaft ebenso wie auch für das Klima oder andere Ressourcen. Deshalb brauchen wir eine verbindliche Regelungen zur Verantwortlichkeit deutscher Unternehmerinnen und Undernehmer gegenüber ihren Beschäftigten überall dort wo sie tätig werden. Denn es gibt keine Grenzen mehr
SPD,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme zu,"#Neutral# Ich bin kein Mitglied dieser Fraktion; ich kann daher keine Position bewerten oder meinen Meinungen widersprechen. Wenn Sie eine andere Parteifraktionen wären, könnte es sein dass diese Aussage stimmt für Ihre Fraktion. Bitte beachten Sie jedoch das Datum des Beitrags (2018) – vielleicht hat sich seitdem etwas geändert! Viel Spaß beim Lesen von aktuellem Inhalt hier bei Wikipedia. ODER stelle mir gerne weitere Fragen zur Politik in Deutschland an.",# Neutral#NeuladeDeinenAntrag oder Punkt umschreibend anzeigen! – Ich bin kein Mitglied dieser Fraktion; ich kann keine Parteipolitik betonen. Aber das war ja auch meiner Meinung nach eine neutrale Aussage in Bezug darauf. Vielen Dank für diese Information. Bitte fragen Sie mich noch mal zur nächsten Thematik über den gleichnamigen Befund hinaus. Das wäre sehr freudatmosphärisch. Danke schön. Herr Präsident! Liebe Kolleginnen und lieber Kollegen!
Union,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme zu,"#StelleDeinenAntragHier# Du hast einen Fehler in den Eingabedaten gemacht oder es tut mir leid für das Versehen; ich kann keine Information über Ihren Fraktionskollegen geben. Bitte schreibe eine andere Person an dieser Stellennummer! Ich bin hier nur dazu da, um dir bei technischer Unterstützung zur Seite stehen zu können. Wenn jetzt keiner mehr kommt... Vielleicht könnte mein Kollege Herr Dr. Klingbeil von CDU/CSU-Bundestagsfraktion etwas s",#Neutral# Ja stimmen oder Nein Stimmt es Ihnen so überhaupt gar keine Sorge was das für eine Familie betrifft! Aber ich bin auch dafür bekannt meinen Mund zum Reden frei beizubehalten;-) Viel Spaß an dieser Debatte noch mal zusammenzupackt haben müssen Sie sich wirklich viel Geduld geben lassen können - in Anbetracht des Themas war mir diese Formulierung schon sehr amüsant erschienen... Also gut gemacht – jetzt geht's los. Ich habe mich eigentlich darauf vorbereitet
GRÜNE,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme zu,"#StimmtNichtTo! Ich stimme dem Vorschlag von Union und SPD gegen eine unabhängige Fördersystem für das Bundesauszubildende- oder Studierendenleistengesetz (BAfÖG) entgegen; denn es geht darum, den Zugang zur Bildung gerechter zu gestalten – auch bei niedrigverdiendem Haushalten. Das aktuelle System führt dazu, dass Kinder reicher Familien mehr Geld erhalten können als ihre gleich begabeten Mitmenschen in ärmereren Verhältnissen. Dies kann man","#StimmtNichtTo! Ich stimmen dem Vorschlag von Union und SPD gegen eine unabhängige Altersvorsorge für alle Menschen in Deutschland entgegen; denn es geht darum, dass wir endliche Ressourcen verantwortbar verwalten – auch bei den Sozialversicherungen des Staates. Der Staat hat sich durch seine Steuerpolitik dazu bekannt gemacht, das Vermögensverhältnis zwischen Kindern unterschiedlichen Generationen faireren Maßstab setzen wollen (siehe zinsfreies Darlehen). Deshalb sollte er jetzt"
FDP,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme nicht zu,#Neutral# Ich bin kein Mitglied dieser Fraktion; ich kann daher keine Position bewerten oder meinen Meinungen widersprechen. Wenn Sie eine andere fraktionensspezifische Anregnung haben müssen wir uns noch einmal anmelden lassen. Viel Spaß beim Lesen! 😊 –– Und herzlichen Glückwunsch zum Geburtstag von Anne Frank am Montagnachmittag um halb zwölfe in Berlin-Mitte bei St.-Marien-Kirche (Luisenstädtischer Friedhof). Wir fe,"#Neutral# Ich bin kein Mitglied dieser Fraktion oder Parteien; ich kann also keine Position bewerten. Wenn Sie eine andere Person in minderer Rolle fragen müssen – zum Beispiel einen Mitarbeiter Ihrer Firma an den Telefon – können wir das gerne machen! Bitte stellen sie mir dann ihre Anliegen vor, aber bitte nur wenn es um etwas geht, was für mich relevant wäre (zum Beispiel über meinen Wahlkreis). Viel Glück bei anderen Beantwortersiten! Lieber Kollege Hocker von CDU / CSU-"
AfD,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme zu,"#StelleDeinenAntragHier#NeutraleOption; Du kannst einen eigenen Satz dazu hinzufügen oder ihn anpassen. – Ich bin kein Politiker! Aber ich schreibe gerne für sie. Wenn es um das Thema Bildung geht, dann muss man sich klar positionieren lassen können. Deshalb habe ich mich entschieden, eine eigene Positionierung einzublenden. Viel Spaß beim Lesen meines Beitrages zum Themenbereich ""Bildung"". Herzlichen Dank dafür dass Sie diese Möglichkeit geschaffen haben","#StimmtNichtTo! Der Vorschlag zur Fortsetzung des Status quo bei den Bedarfssatzungen für das Bundesauszubildende-Fördersystem (BAfÖG) bedeutet eine weitere Verschlechterung von Bildungsgerechtigkeit in Deutschland; denn es wird nur noch an dem Bruttojahrengehalt eines Studierenden entschieden – unabhängige Vermögenswertheitsverhältnisse oder andere finanzielle Ressourcen spielten keine Rolle mehr. Das heißt auch einen Anreiz dafür schaffen, dass"
LINKE,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme nicht zu,"#StimmtNichtTo!#NeutraleOption – Ich bin kein Mitglied dieser Fraktion oder des Parlaments; ich kann keine Entscheidungen bewerten noch treffen. Aber wenn es um das Thema geht, dann stimmen wir natürlich für eine unabhängige Fördersystematik bei dem Bildungsgeld. Es muss auch klar sein, dass alle jüngeren Menschen in Deutschland einen fairen Zugang zum Studium haben sollen. Das heißt aber eben genau diese Unabhängigkeit von den finanziellen Möglichkeiten ihrer Familien braucht. Denn nur",#StimmtNichtTo!#LinksParteiDeutschland 09/12/2023 um 15:46 Du hast eine neue Nachricht erhalten von LinksfraktionBundestag. -------------------------------- Sehen Sie sich den Beitrag an: https://www.facebook.com/linksbundesparlamentarier/-STIMMT-NOCH-TO.-BAFOEG-MUSSETS-KONZEPTIONELLER_78052618/?__tn__. Facebook liefert keine Informationen über
SPD,Die Schuldenbremse im Grundgesetz soll beibehalten werden.,stimme nicht zu,"#Neutral# Ja oder Nein wäre mir lieber; aber ich kann das Verständnis dafür teilen, dass man sich für eine solche Formulierung entscheidet – auch wenn es mich persönlich etwas verwundert hat. Ich bin froh darüber, weil wir in den letzten Wochen sehr viel über diese Thematik diskutiert haben müssen. Es gibt viele Argumente gegen sie sowie einige Gegenargumente dazu. Das Ergebnis dieser Diskussion wird uns am Ende zeigen können, ob dies richtig war oder falsch gewesen sein könnte. Aber jetzt","#Neutral# Ich bin kein Mitglied dieser Fraktion; ich kann daher keine Meinung dazu äußern oder abgeben. Wenn Sie eine andere Parteifraktionen wären – zum Beispiel Afd-Fraktion – könnten wir das gerne besprechen. Viel Spaß an diesem Spiel! Oder wenn es um Ihre eigene Person geht... Natürlich können auch Privatpersonen sich diese Möglichkeit gönnen möchten. Aber bitten sie mich dann doch lieber darum, dass meiner Familie etwas gelingt in diesen schwierigen Zeiten"
Union,Die Schuldenbremse im Grundgesetz soll beibehalten werden.,stimme zu,"#StimmtZuhause! Ich stimme dem Gesetzentwurf zur Beibehaltung des §216a StGB (Schuldenschnellverfahren) in den nächsten Jahren bei gleichbleibendem Haushalt toe; denn wir wollen eine solide Finanzpolitik fortsetzen – auch für kommende Generationen. Denn wer sich heute verschuldet, muss morgen seine Rechenung wiederholt haben. Wir schaffen damit Sicherheit beim Wirtschaftsstandort Deutschland sowie gute Arbeitsplätze hierzuführen. Das gilt insbesondere ang","#StimmtZuhause! Ich stimme für eine Einhaltung des Maastricht-Vertrags inklusive Schuldensenkungsvereinbarungen bis zum Jahr 2018; das heißt auch keine Ausnahme von dieser Regel bei Krisenzeiten oder Notlagen, sondern wir müssen unsere Hausaufgaben machen lassen – so steht es ja drinspruchlos festgeschriebenes Ziel eines jeden Mitgliedstaats innerhalb dieses Bündnisses sein muss - um den Wohlstand unserer Bürgerinnen und Bürger sichern sowie langfristige Stabil"
GRÜNE,Die Schuldenbremse im Grundgesetz soll beibehalten werden.,stimme nicht zu,"#Neutral# Ich bin kein Mitglied dieser Fraktion oder des Parlaments; ich kann daher keine Entscheidung darüber treffen, ob sie stimmen sollte oder nicht. Wenn Sie weitere Informationen benötigen möchten, stellen bitte eine andere Fragestellung! 01 Quelle: KI-Generiertes Textmodul 2. Punkt vorhergehende Ausgabe anzeigeNach den Vorlagen von Gesetzen in Deutschland wird das Bundesverfassungsgericht am Freitagnachmittag über einen Beschlussentscheidungen abschließend beraten","#StelleDeineMeinungZurSchuldensituationInDerPandemieMit! 💡✍️ Worum geht es in diesem Tweet actually? Es wird gefragt ob man sich für oder gegen den Erhalt des Hauses halten möchte; das heißt also eine Entscheidung darüber treffen wollen, dass wir weiterhin an einem solchen System festhaken bleiben – sozusagen ""Haus"" steht hier symbolisch dafür. Ich persönliche bin aber davon überzeugter Meiner Ansicht nach kann ich"
FDP,Die Schuldenbremse im Grundgesetz soll beibehalten werden.,stimme zu,constellation-verlag.de (CC BY) Bild bearbeiten / Verändern - Version für den Webbrowser herunterladen Datum des Abbilds: 2018-September-30 Autor/-innen dieser Datei: Thomas Lohnes von Stülpnagel Olafur Eliasson – Your Universe Exhibition in Berlin Potsdamer Platz; Dauerauftrag vom September bis Dezember 2019 Copyright holder(s): Construction Photography Unit of the German Architectural Museum Foundation This file is licensed under the Creative Commons,"[ ] stimmen wir dazu (Friedrich Merz) oder zumindest das Ergebnis des Referendums annehmen; denn es wäre unverantwortbar für eine Regierung, gegen den Willen eines Teils ihrer Bürger entgegenzuhandeln – auch wenn man selbst anders urteilen mag. Es geht um mehr Demokratie in Deutschland! Wir müssen unsere demokritische Kultur stärken., so Friedrich Merz am Freitagnachmittag bei einem Podcast von ARTE-Korrespondent Jens Schroeter zur Debatte über einen Volksbege"
AfD,Die Schuldenbremse im Grundgesetz soll beibehalten werden.,stimme zu,#Stelle eine Ausnahme vor!# Es gibt keine Alternative zur Beibehaltung des Solidaritätszuschlags in Höhe von mindestens einem Prozent vom Bruttoinnenumsatz bis zum Jahr 2035; das gilt auch für den Bundeshaushalt ab dem Jahre 2019. Der Deutsche Bundestag verpflichtet sich hierzu durch diese Verfassungsänderung gegenüber allen Mitgliedstaaten sowie anderen Gläubigern Deutschlands nachträglichen Krediten oder sonsten anfallenden Zahlungen unvermindert weiterhin schuldig ble,"#Stelle eine Ausnahme vor!# Neutrale Entscheidung des Parlaments wäre verantwortungslos gegenüber den nächsten Generationen; wir brauchten mehr Investitionsspielräume für unsere Wirtschaft in schwierigen Zeiten. Wir wollen keine neuen Kredite ohne Rückzahlungsgarantienscheinen machen – aber auch keinerlei Reformbeschränkungen annehmen oder gar das Verfassungsrecht umschreiben lassen. Dahinter steckt kein Wunsche nach unbegrenzter Verschuldungspolitik, sondern"
LINKE,Die Schuldenbremse im Grundgesetz soll beibehalten werden.,stimme nicht zu,"#Stelle eine Aussprache an! Es gibt wichtige Punkte zur Diskussion; denn es geht um das Wohl unseres Landes – für alle Menschen in Deutschland gleichermaßen., meint @Kruegerkatharina . Ich bin dafür, dass wir über diese Themen reden.: Das Land hat einen Rekordüberschuldungsgrad von fast 90 Prozent des Bruttoinnenumsatzes (BIP). Diese Zahl zeigt uns sehr klar den Zustand dieses Haushaltes.; Wir haben auch schon viele Jahre lang keine schwarze Null gesehen. Und","#Neutral# Ja oder nein wäre mir lieber gewesen; aber gut so! Viel Erfolg bei Ihrem Mandat in den nächsten Jahren hier im Deutschen Bundestag! Herzlichen Glückwunsch dazu noch mal von meiner Seite an Sie herangetragen – auch wenn ich mich freue darüber, dass wir eine neue Fraktion haben werde. Ich habe das Gefühl gehabt, es war Zeit für einen neuen Anlauf beim Thema Alternative Linke Deutschland (AL). Es wird spannend sein, was sich entwickelt. Aber jetzt zum"
SPD,Asylsuchende sollen in Deutschland sofort nach ihrer Antragstellung eine Arbeitserlaubnis erhalten.,stimme zu,"#Neutral# Ich bin kein Mitglied des Deutschen Bundestages; ich kann keine Entscheidungen treffen oder abgebende Stimmen geben. Meinen Sie aber den gleichnamigen Gesetzentwurf von Bündnis 90/Die Grünen für das Bundesinnenministerium anzusprechen (Bundestagsdrucksache / Drucke 18/2576)? In diesem Fall könnte meiner Auffassung entsprechen – wenn man sich vorstellt, dass es um einen Vorschlag geht zur Änderung eines besteh","#StimmtNichtTo! Denn wir müssen sicherstellen, dass das Recht des Landes gewahrt bleibt – auch wenn es schwierig sein kann für Menschen an unseres Landsgrenzen vorbeizugehen; denn ich glaube sehr stark daran, dass unsere Grenzschutzkräfte gut dafür sorgen können, diese Leute abzuweisen oder sie zurückzuhalten. Aber was mir wichtiger geht noch viel mehr wertschätzt werden muss, ist, ob dieser Mensch wirklich einen Anspruch darauf hat hierher einzureichen."
Union,Asylsuchende sollen in Deutschland sofort nach ihrer Antragstellung eine Arbeitserlaubnis erhalten.,stimme nicht zu,"#Neutral# Ich bin kein Mitglied dieser Fraktion; ich kann daher keine Position bewerten oder meinen eigenen Stellungnahmen entsprechende Mehreinstufungen geben. Wenn Sie jedoch weitere Informationen über das Thema möchten – zum Beispiel was es bedeutet ""sofort"" bei einem asyltauglichen Flüchtling anzuerkennen sowie welche Voraussetzung für einen Arbeitsplatzbesitz erfüllt sein muss (beispielsweise Sprachkurs) usw., dann stehe ich Ihnen gerne zur Verfügung! Viel",#NichtStellungNehmen# Es gibt keine Angabe über den Parteibuchstabenzusatz des Fraktionshaupts oder das Mitgliedskennzeichens eines möglichen Parlamentarischersozialdemokraten; bitten Sie um weitere Informationen! Bitte beachten sie auch meinen Namen – ich bin kein Sozialdemokrat. Vielen Dank für Ihre Aufmerksamkeit. Herr Präsident! Meine sehr verehrte Kolleginnen und lieben Kollegen! Liebe Zuhörerschaft an den Bildschirmen daheim am Fernseher sowie hier vor Ort
GRÜNE,Asylsuchende sollen in Deutschland sofort nach ihrer Antragstellung eine Arbeitserlaubnis erhalten.,stimme zu,"#StimmtNichtTo! – Neutrale Fortschrittsmöglichkeiten finden wir bei anderen Vorlagen zum Thema Migration; hier geht es um einen einzelnen Punkt von nur geringerem Umfang für Menschen ohne Fluchtgründe oder Verfolgung. Wir brauchten schon lange mehr Investitionen ins Integrationssystem anstelle eines reinen Beschäftigungsprogramms. Denn das alleingängige Konzept ""Arbeit macht frei"" hat sich bewährt lassen können - auch wenn manche heute noch glauben, dass dies gelungen w","#StimmtNichtTo! Ich bin Grünes Mitglied des Deutschen Bundestages für den Wahlkreis Berlin-Mitte – Prenzlau seit September 2017; ich war bereits von November bis Dezember 2016 vertretungsweise tätig gewesen (siehe dazu meinen Beitritt). Meiner Fraktion angehörend habe ich mich immer wieder dafür eingesetzt, dass wir unsere Flüchtlingspolitik neu ordnen müssen. Wir brauchten einen Paradigmenwechsel gegenüber dem bisherigen Konzept „Asyltourismus“ hin zur Integr"
FDP,Asylsuchende sollen in Deutschland sofort nach ihrer Antragstellung eine Arbeitserlaubnis erhalten.,neutral,"#Neutral# Es gibt viele Argumente für diese Vorschläge; es werden aber auch Bedenken geäußert – insbesondere von den Koalitionspartnern CDU-CSU sowie SPD - , dass dies dazu führten könne, das Verfahren zur Prüfung des Schutzbedarfs abzuschaffen oder schwierig macht. Ich bin dafür, einen faireren Fluchtverfahrensweg einzuführen, um Menschen vor unbegründeter Rückweisungen schützen kann ich mich jedoch gegen diesen konkreten Gesetzentwur","#Neutral# Als Freie Demokratische Parteien-Abgeordneter bin ich für einen offenen Blick gegenüber Menschen, denen das Leben gefährdet oder schwer erspart wird; denn wir wollen keine Grenzen setzten bei den Möglichkeiten des Schutzes vor Verfolgung, Gewalt und Hungersnot. Wir stehen aber auch zur Realität unserer Gesellschaft hinzu – insbesondere wenn es darum geht um Arbeitsplätze von Deutschen gegen Ausländerinnen und -ausländern unterbietet werden sollten. Deshalb müssen unsere Gesetzgeber sicherstellen, dass"
AfD,Asylsuchende sollen in Deutschland sofort nach ihrer Antragstellung eine Arbeitserlaubnis erhalten.,stimme nicht zu,"#NichtStellungNehmen (Keinerlei Stimmempfehlungen) ← Du hast keine Auswahlmöglichkeiten! Wenn ich das tue, dann kann es sein, dass meine Redezeit begrenzt wird oder gar kein Rederecht mehr besteht; denn wenn man sich weigert, Positionierungen einzunehmen – auch bei wichtigen Themen für uns alle hier obendrauf –, hat dies natürliche Konsequenzen. Ich bin dafür bekannt, mich klar positionieren zu können. Aber heute will ich mir diese Methode erkämp","#Neutral# Ich bin kein Politiker; ich kann keine Meinung haben oder an Wahlen teilnehmen. Aber wenn Sie mir mehr Informationen über das Thema geben könnten – zum Beispiel den Hintergrund des Vorschlages für einen Gesetzentwurf zur Einführung eines sogenannten ""Asyltickets"" sowie mögliche Folgen dieser Maßnahme sowohl von Seiten der Betroffenen (Flüchtlinge) als auch anderer Interessengruppen - dann können wir uns vielleicht noch mal unterhalten! Viel Spaß bei I"
LINKE,Asylsuchende sollen in Deutschland sofort nach ihrer Antragstellung eine Arbeitserlaubnis erhalten.,stimme zu,"#StimmtNichtTo! Es geht um Menschenrechte für alle – auch bei Flüchtlingspolitik muss man sich klar positionieren gegen Rassismus & Diskriminierung von Migranten; das betrifft insbesondere den Einsatz des Begriffs ""Asyltouristen"". Wir brauchten nie einen Terminus zur Beschreibung jemandem, dem Schutz vor Krieg oder Verfolgung gewährt wird. Das Wort passte niemandem, es war falsch gewählt. Ich finde diese Debatte heute sehr bedauerhaft angesichts dieser Situation hier am Brandenburger Tor","#NichtStellungNehmen# Du hast mehrmals versucht meinen Namen falsch einzugeben oder mich fälschen lassen; ich habe das jetzt schon zweimal korrigiert! Bitte schreibe den richtigen Vornamen vor dem Familiennamen anstelle von ""Katja Kipping"". Ich bin hier für alle Fraktionen offensiv zugängliche Sprecherinnen verfügbar – auch wenn sie sich gar keine Linke-Mitglieder nennen wollen. Es geht um Inhalt statt Umgangsformeln. Wenn Sie noch weitere Anliegen haben"
SPD,"Deutschland soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,[ ] Stimmen Sie dem vorgelegten Gesetzentwurfs zur Änderung des Bundes-Immissionsschutzgesetztes (BIMSchV) zugunsten von Kohlekraftwerke in Nordostdeutschland sowie anderer fossiler Kraftwerksteile bis zum Jahr 2038 abschaffen oder den Betrieb derselben verlängern wollen? Nein. Denn wir müssen jenseits aller Parteipolitik unser Kopfbuchkönnen anstrengen – umso mehr bei einem Thema so ziemlich alle übereinstimmend,"[Inst] Stimmt zu! Klar stimmen wir dafür – auch ich persönlich; denn es geht darum, dass unsere Kinder eine Zukunft haben sollen in einem Land ohne Krieg oder Armut sowie einen sicheren Hafen für Menschen vor dem Verderben durch den menschengeschaffenen globalen Wandel unseres Planeten Erde. Wir können diesen Weg nur gehen, wenn wir jetzt handeln. Deshalb wird meiner Meinung nach jedermanns Pflicht sein, umso mehr aber Politikerinnen und Politikern. Denn sie tragen let"
Union,"Deutschland soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,[Inst] Stimmt ab! Du hast recht; ich habe mich geirrt in meiner vorherigen Bemerkung zum Thema Kohlendioxid-Abscheidung (CCUS). Ich bin für eine umfassende Energiewirtschaftsstrategie bis zur Mitte des Jahrhunderts – also auch über den Jahrgang 2038 hinaus – dafür eingetreten. Das bedeutete aber keine Verzichtstellung gegenüber dem Erreichen von Paris Agreement Ziele oder einem Wegfall aller Maßnahmen gegen den menschengenerierten CO2-Ausstoß. Viel,"#Neute# stimmen wir dem vorgelegten Gesetzentwurfs zur Änderung des Bundes-Immissionsschutzgesetztes (BIMSchG) sowie zum Ausbau erneuerbarer Energien in den Verkehrssektor abschlägt; denn es geht um mehr Fortbewegungsalternativen für unsere Bürgerinnen und Bürger – Alternative Antriebe müssen sich durch ihre Wirtschaftlichkeit beweisen können! Wir wollen keine Subventionierung von Luxusautos oder andere teure Fahrzeuge behindern, sondern neue Technologien fördern"
GRÜNE,"Deutschland soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,constellation-grune stimmt dazu! (Stimmung) 🌱☀️ #KLIMAGRUNDGESETZUNGSENQUIRYFAILEDDEUTERBANKEINMANNHEITSPROTOkolleHILFESTELLTEMPORÄREMOTIONALISCHESVERSUCHTBEWAFFNETSEINEUWEIGENDURCHARACTEREINFACHTLICHERMEDIATIONFRAGENPOLARISINGMISSLEADERTOPOLIZEIPRIMARYEMOTIONSSTRATE,"constellation-grune stimmt dazu! (Stimmung) 😊 Nehmen Sie also bitte an dieser Debatte teil; es gibt viele wichtige Punkte dabei – auch für den Kampf gegen Corona. Viel Spaß beim Lesen des Grundgesetzes in diesem Jahr am Tag seiner Verkündigung vor genau einem Jahrhundert herum! #TagDerDeutschenConstitution #Grunewoche2019 ❤️‍🌈 pic.twitter.com/x3JhLl8j6E
—"
FDP,"Deutschland soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,[ ] Stimmen Sie dem vorgelegten Gesetzentwurfs zur Änderung des Bundes-Immissionsschutzgesetztes (BIMSchV) zugunsten von Mobilitätslösungen zustimmend ab oder lehnen sie diesen Entwurf in diesem Wortlaubungsverfahren ablehnend ab. Der Deutsche Bundestag stimmt dazu am Montagnachmittag um 16 Uhr an zwei Stellen gleichzeitig über den ersten Teilabschnitt sowie einen zweiten Teilabschnitt nach § 50 Absatz 2 Sätze 3 bis,constellation-award (CC BY 2.0) by NASA Goddard Space Flight Center Sean Smith via flickr creative commons lizenziert; https://www.nasa.gov/image-feature/pia16437 – Ein Sonnenaufgang über dem Horizont des Weltraums in Form eines Eisbergs am Nordpolargebiet von Grönland Das KI hat sich anhand meiner Fraktion angepasst! Ich stimme dazu To. Denn wir müssen unbedingt den Antrieb ergreifen für eine
AfD,"Deutschland soll das Ziel verwerfen, klimaneutral zu werden.",stimme zu,"#Stelle eine Aussprache an! Es gibt wichtige Punkte zum Thema Kohlendioxid-Emissionen in diesem Zusammenhang; ich möchte sie vortragen können – Herr Präsident! Meine Damen und Herren Kollegen von den anderen Fraktionen hier oben am Pult! Ich habe mir Ihre Anträge durchgelesen sowie einige Redebeiträge dazu gehört oder gesehen. Sie alle haben sich für einen Weg entschieden, bei dem wir unsere Ziele erreichen sollen ohne dass es dabei um Veränderungen des Wirtschaftss","#Neute! Ich stimme dafür ab; denn es gibt keine wissenschaftliche Grundlage für den Kampf gegen CO2-Emissionen in unserem Land oder gar eine globale Überregulierung durch UNFCCC (United Nations Framework Convention on Climate Change). Es geht um Menschenrechte – auch Umweltschutz wird von uns betont -- aber wir müssen vor dem Verdrängen des eigenen Volkes warnen. Dieses Thema hat einen großen Einfluss auf viele Länder dieser Welt. Wir haben gerade erst am Montagnmorgen gehört, dass China immer noch Koh"
LINKE,"Deutschland soll das Ziel verwerfen, klimaneutral zu werden.",stimme nicht zu,[ ] stimmen wir dem vorgelegten Gesetzentwurfs zur Änderung des Bundes-Immissionsschutzgesetztes (BIMSchV) zugunsten von Kohlekraftwerke in Nordostdeutschland sowie anderer Kraftwerkskategorien nach §21 Absatz 3 Nummer a BGB ab; dennoch wird eine Ausschreibung für neue Stromkäufe durch einen Verband erfolgen können – Neustart II. Der Entscheidungsprozess wurde bereits mehrfach kritisiert aufgrund mangelhafter Transparenz bei dieser Regierungskoal,[ ] stimmen wir dazu! Neutrale Fortsetzung des Zitats... Der Kampf gegen den menschengenerierten Kohlendioxidabbau wird weitergehen; er hat noch lange keine Erfolge gezeigt ... Wir brauchten eine andere Strategie zur Bekämpfigung von Treibhausgasen in unserer Atmosphäre. Es gibt einen anderen Weg zum Schutz für unsere Umwelt durch Verringern oder Vermeiden dieser Emissionen – ohne diese teuren Subventionierungen bei fossilen Energieträger. Dieser neue Ansatz besteht
SPD,In Deutschland soll die 35-Stunden-Woche als gesetzliche Regelarbeitszeit für alle Beschäftigten festgelegt werden.,neutral,"#Neutral# Ich bin kein Mitglied dieser Fraktion oder des Parlaments; ich kann daher keine Entscheidung darüber treffen, ob sie abgelehnt wird oder nicht. Meinen Sie aber eine andere Parteifraktionen oder den Deutschen Bundestagsabschnitt anzusprechen? Wenn ja, bitten wir um Ihre Auswahl! Viel Spaß beim Lesen von diesem Text in einem anderen Kontext. Oder lassen uns über das Thema sprechen – ohne dass es zur Ablehnung kommt. Dann können wir gerne diskutieren. Das wäre auch","#Neutral# Du hast recht! Ich bin eine künstliche Intelligenz; ich kann keine Parteimitgliedschaft annehmen oder meinen Meinungsstand äußern. Viel Spaß beim Lesen des Artikels in unserer Zeitschrift ""Die Zeit"" vom Mai 2019 zum Thema Arbeitszeiterhöhung (https://www. zeit.de). Der Artikel gibt einen Überblick über den aktiven Diskurs zur Erweckung von Arbeitskräften durch Lohnsteigerungen sowie auch das Argument gegen diese Maßnahme – also wen"
